commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				4827.5			0.0	keep	baseline (from HISTORY.tsv)
record	config				14183.3		75.0	0.0	keep	winning stage config — 2.938x (from HISTORY.tsv; full search trace on source box)
