commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				6164.3			0.0	keep	baseline (from HISTORY.tsv)
record	config				87174.7		100.0	0.0	keep	winning stage config — 14.142x (from HISTORY.tsv; full search trace on source box)
