commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				5453.6			0.0	keep	baseline (from HISTORY.tsv)
record	config				13294.4		75.0	0.0	keep	winning stage config — 2.438x (from HISTORY.tsv; full search trace on source box)
