commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
unknown	baseline				2974.5332966736914	3.364442184935487	100.0	0.0	keep	baseline
unknown	config		config		3044.700582786358	3.443807165540641	100.0	0.0	keep	prior:latency-track-fill-tp-cp-not-dp
unknown	config		config		19084.75694410501	21.586432205613733	100.0	0.0	keep	compile_mode=compile-default
unknown	config		config		3365.3051214927495	3.8064373085320757	81.25	0.0	discard	attn_implementation=sdpa
unknown	config		config		2479.285138434061	2.804275722029758	93.75	0.0	discard	weights_dtype=fp32
unknown	config		config		2964.0865202394475	1.6763130101189487	93.75	0.0	discard	tp_degree=2
unknown	config		config		2787.9169629324306	0.7883409347506846	93.75	0.0	discard	tp_degree=4
unknown	config		config		9695.503116919177	10.966412689753396	100.0	0.0	discard	batch=8
unknown	config		config		0.0	-1.0	0.0	0.0	discard	batch=32 (equivalence fail: no output tokens (run failed/OOM))
unknown	config		config		19307.82296906679	21.838738254850615	100.0	0.0	discard	compile_mode=compile-default
unknown	config		config		3154.2211408599965	3.5676839384490764	81.25	0.0	discard	attn_implementation=sdpa
unknown	config		config		2418.5852919612257	2.7356191955351017	93.75	0.0	discard	weights_dtype=fp32
unknown	config		config		2904.6367661509516	1.6426917256029798	93.75	0.0	discard	tp_degree=2
unknown	config		config		2775.9128401973335	0.784946521838223	93.75	0.0	discard	tp_degree=4
unknown	config		config		9996.348328260934	11.306693405826039	100.0	0.0	discard	batch=8
unknown	config		config		0.0	-1.0	0.0	0.0	discard	batch=32 (equivalence fail: no output tokens (run failed/OOM))
unknown	config		config		19325.545893458962	21.85878434225939	100.0	0.0	discard	attn_implementation=sdpa
unknown	config		config		7718.500453768615	8.730259822655999	93.75	0.0	discard	weights_dtype=fp32
unknown	config		config		22161.167848260633	12.533053178376194	87.5	0.0	keep	tp_degree=2
unknown	config		config		28167.41406086044	7.964916396538485	93.75	0.0	keep	tp_degree=4
