commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				17095.4			0.0	keep	baseline (from HISTORY.tsv)
record	config				48319.9		93.8	0.0	keep	winning stage config — 2.826x (from HISTORY.tsv; full search trace on source box)
