commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				3911.1			0.0	keep	baseline (from HISTORY.tsv)
record	config				50649.5		100.0	0.0	keep	winning stage config — 12.95x (from HISTORY.tsv; full search trace on source box)
