commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				10572.6			0.0	keep	baseline (from HISTORY.tsv)
record	config				14460.3		93.8	0.0	keep	winning stage config — 1.368x (from HISTORY.tsv; full search trace on source box)
