commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				3660.7			0.0	keep	baseline (from HISTORY.tsv)
record	config				48063.8		100.0	0.0	keep	winning stage config — 13.13x (from HISTORY.tsv; full search trace on source box)
