commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				4175.5			0.0	keep	baseline (from HISTORY.tsv)
record	config				9841.0		87.5	0.0	keep	winning stage config — 2.357x (from HISTORY.tsv; full search trace on source box)
