commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				2556.0			0.0	keep	baseline (from HISTORY.tsv)
record	config				24852.2		87.5	0.0	keep	winning stage config — 9.723x (from HISTORY.tsv; full search trace on source box)
