commit	stage	origin	layer	source	metric	mfu	correctness	compile_s	status	description
record	baseline				1995.8			0.0	keep	baseline (from HISTORY.tsv)
record	graph_rewrite				34051.4		87.5	0.0	keep	winning stage graph_rewrite — 17.061x (from HISTORY.tsv; full search trace on source box)
